,Restaurant_Name,Ratings,Cusines,Location,Delivery_review_no,Restaurant_link,Price_for_one
464,Ramji Chaiwale,4.3,Punjabi,Ashok Nagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
465,Oh! Calcutta,4.3,Bengali,Church Street,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,800
466,Salad Matters,4.5,Healthy Food,Koramangala,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,400
467,Thin Tony's Pizza,4.4,Italian-American,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,1200
468,Say Cheese Cake,4.3,Beverages,Koramangala,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
469,The Baker's Dozen,4.1,Snacks,Residency Road (Shanti Nagar),5,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,500
470,Pabrai's Fresh and Naturelle Ice Creams,4.6,Desserts,Brigade Road,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,180
471,Burgerama,4.1,American,Indiranagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,600
472,Punjabi Nawabi,3.8,North Indian,Koramangala,5000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,350
473,ITC Master Chef Creations,4.5,Biryani,Dispensary Rd,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,650
474,Halli Mane,4.1,North Indian,Malleswaram,10000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
475,The Salad Studio,4.4,Salads,Indiranagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
476,The Doner Company - Shawarmas & More,3.8,Lebanese,Central Bangalore,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,500
477,The Srirangam Cafe,4.4,South Indian,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
478,Green Cravings,4.0,Fast Food,Richmond Town,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,350
479,LJ Iyengar Bakery And Sweets,4.0,Bakery,Jayanagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
480,Salt - Indian Restaurant Bar & Grill,4.3,Indian,Whitefield,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,1000
481,Tasty Paradise,4.1,Chinese,Malleswaram,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
482,Eshanya The Restaurant,4.1,Chinese,Jayanagar,5000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,800
483,Davanagere Benne Dose,4.2,South Indian,Jayanagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,120
484,The Bangalore Tiffanys,4.1,South Indian,Vijay Nagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
485,Paratha Box - Desi Punjabi Meals,4.2,Fast Food,Vasanth Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
486,A1 Chips,4.6,Sweets,Indiranagar,500,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
487,Desi Chulha,3.3,Biryani,Indiranagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
488,Haka,4.2,Asian,Ashok Nagar,500,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,500
489,GLOBO Ice Creams Of The World,4.6,Desserts,Shanti Nagar,5,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
490,Protein Chef,4.1,Indian,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
491,Mane holige,4.5,Indian,Koramangala,500,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
492,Rajajinagara Donne Biryani,4.6,Indian,Rajajinagar 2Nd Block,5,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,500
493,Go Native,4.4,Jain,Lavelle Road,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,600
494,Mini Samrat Chalukya,4.3,North Indian,Vasanth Nagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,350
495,New Udupi Upahar,4.7,South Indian,Central Bangalore,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
496,New Udupi Grand,3.8,North Indian,Adugodi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
497,Biryanis And More,4.2,Chinese,Jayanagar,10000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,400
498,Salad Days,4.7,Healthy Food,Indiranagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,500
499,Bhikharam Chandmal & Co. Bhujiawala,3.4,Sweets,Indiranagar,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
500,Firangi Falooda,5.0,Beverages,Basavanagudi,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
501,New GFC Hotel,3.0,Biryani,BTM Layout,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,160
502,Something's Brewing,4.6,Beverages,Indiranagar,5,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
503,Hotel 27Th Cross,4.6,Beverages,Jayanagar,5,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
504,DonBuri,4.1,Chinese,Richmond Town,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
505,Udupi Upachara,4.6,Indian,Basaveshwar Nagar,5,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
506,Senoritas Mexican kitchen by Little Italy,3.6,Mexican,Jayanagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,500
507,Momo Zone - The Momo Company,2.8,Tibetan,Vasanth Nagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
508,Dairy Day Ice Creams & Frozen Desserts,4.7,Desserts,Basavanagudi,3,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
509,Srinivasa Upahara,4.6,South Indian,PES college Hanumanth nagar,5,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,500
510,Ooty Chocolates,4.6,Desserts,Indiranagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
511,Sundae Everyday Ice Creams,3.5,Ice Cream,Vasanth Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
512,Mitico Coffee Roasters,4.6,Fast Food,Koramangala,5,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,500
513,Charminar Biryani,4.2,Biryani,Koramangala,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
514,Scoops of mangalore,4.2,Snacks,Rajajinagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
515,"Panditji - ras bana rahe( Pooris, Samosas, Kachori",4.1,Chaat,Indiranagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
516,Hoy Punjab,4.0,Chinese,Koramangala,2,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,1000
517,The Soup Project,4.8,Continental,Basavanagudi,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
518,CupCake Noggins,4.1,Snacks,Domlur layout,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
519,Sri Udupi Vaibhava,4.0,Chinese,Jayanagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
520,Times Biryani,4.6,Indian,Ashok Nagar,5,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,400
521,Crazy Pizza,3.8,Italian,Magrath Road,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,400
522,New Govind Rao Military Hotel,3.5,Biryani,Majestic,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
523,Aramane Donne Biriyani,3.4,Indian,Malleswaram,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,399
524,Udupi Sri Krishna Vaibhava,4.0,Chinese,Jayanagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
525,Chaitanya Veg Fast Food,4.7,South Indian,Shivaji Nagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
526,Green Donne Biriyani and Kabab Center,3.9,Biryani,Malleswaram,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
527,New metro hotel,3.9,Biryani,Basavanagudi,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
528,Imli,3.9,Punjabi,Indiranagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,400
529,Bowl 99,3.5,Indian,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
530,Fusion Biryani,3.3,Desserts,Halasuru,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
531,The Kolkata Katiroll,4.1,Beverages,Indiranagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
532,Cafe Mor'ish,4.3,American,Richmond Road,500,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,500
533,Bhagyalakshmi Butter Gulkand Stores,4.8,Desserts,Malleswaram,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
534,Rathan Juice  Center,4.6,Desserts,Basavanagudi,5,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,500
535,The cake fancy,3.9,Bakery,Basavanagudi,8,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
536,ELEMENT 3 IN (SattvikPure Veg Jain Option),4.4,Chinese,Indiranagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,800
537,Rolls & Bowls Company,3.6,North Indian,Adugodi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
538,Toscano,4.3,Pizzas,Lavelle Road,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,1200
539,Milano Pizza,4.5,Pizzas,Indiranagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,500
540,New Lassi Corner,4.5,Snacks,Halasuru,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
541,Dharmik Veg,4.3,Chinese,Frazer Town,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
542,Nati Mane,3.9,Indian,Koramangala,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
543,JK Meridian - Jk Coastal Curry,4.1,Chinese,Basavanagudi,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,500
544,Khao Momo,4.3,Nepalese,Indiranagar,500,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
545,Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,3.4,Snacks,Wilson Garden,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
546,Umesh Refreshments UDP,4.4,Beverages,Indiranagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
547,Brown Burger Co Jayanagar,4.4,Beverages,Jayanagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,199
548,New Samrat Restaurant,4.2,North Indian,Sheshadripuram,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
549,K C Das,4.1,Sweets,Jayanagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
550,Chef Bakers Cakes & Savouries,3.5,Beverages,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,400
551,Aramane Donne Biriyani,3.4,Indian,Malleswaram,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,399
552,Let's Biryani,4.6,Mughlai,Koramangala,5,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,600
553,Indiana Burgers,3.7,American,Vasanth Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
554,Neeta's Kitchen,4.2,Punjabi,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,350
555,ITC Sunfeast Baked Creations,4.5,Desserts,Dispensary Rd,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,600
556,Sri Basaveshwara Khanavali,3.5,Indian,Koramangala,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
557,Xero Degrees,3.4,Beverages,Jayanagar,3,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
558,Temple of the Senses,4.5,Beverages,Magrath Road,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,700
559,Coastal Machali Co,4.2,Asian,Residency Road,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,600
560,Punjab Grill,4.1,Kebabs,Ashok Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,900
561,Hive Honey Cake,4.7,Desserts,Shivaji Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
562,Hotel Nalapaka,4.4,Indian,Rajajinagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,600
563,The Blue bawarchi restaurant(odia and Bengali food,3.8,Oriya,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
